           0           6           6           6           6           6           6           6           6           6           6           6           6           6           6           6           6           6           6           1           1           1           1           1           1           1           1           1           1           1           1
     6      3.9039      0.6507      0.0343      0.0389      0.0315      0.6402      0.0254      0.0091      0.0015      0.0052      0.0012      0.0139      0.0255      0.0039      0.0025      0.0076      0.0267      0.5539      0.0213      0.0049      0.0021      0.0045      0.0005      0.0002      0.0003      0.0001      0.0008      0.0002      0.0008      0.0033
     6      0.6507      3.9596      0.7210      0.0359      0.0493      0.0317      0.0039      0.0011      0.0003      0.0005      0.0004      0.0012      0.0091      0.0011      0.0038      0.0014      0.0135      0.0258      0.4673      0.0247      0.0048      0.0026      0.0002      0.0000      0.0000      0.0000      0.0002      0.0003      0.0001      0.0095
     6      0.0343      0.7210      3.9835      0.6682      0.0363      0.0392      0.0025      0.0038      0.0004      0.0037      0.0005      0.0052      0.0015      0.0003      0.0004      0.0005      0.0015      0.0076      0.0240      0.4789      0.0226      0.0046      0.0003      0.0000      0.0002      0.0000      0.0000      0.0000      0.0000      0.0010
     6      0.0389      0.0359      0.6682      3.9740      0.7209      0.0339      0.0076      0.0014      0.0005      0.0004      0.0003      0.0015      0.0052      0.0005      0.0037      0.0004      0.0038      0.0024      0.0046      0.0226      0.4786      0.0240      0.0010      0.0000      0.0000      0.0000      0.0000      0.0002      0.0000      0.0003
     6      0.0315      0.0493      0.0363      0.7209      3.9709      0.6511      0.0262      0.0134      0.0014      0.0038      0.0011      0.0091      0.0012      0.0004      0.0005      0.0003      0.0011      0.0039      0.0026      0.0048      0.0248      0.4680      0.0095      0.0001      0.0003      0.0002      0.0000      0.0000      0.0000      0.0002
     6      0.6402      0.0317      0.0392      0.0339      0.6511      3.9008      0.5540      0.0263      0.0076      0.0025      0.0039      0.0254      0.0140      0.0012      0.0052      0.0015      0.0092      0.0253      0.0045      0.0021      0.0049      0.0213      0.0033      0.0008      0.0002      0.0008      0.0001      0.0003      0.0002      0.0005
     6      0.0254      0.0039      0.0025      0.0076      0.0262      0.5540      3.8950      0.6509      0.0340      0.0390      0.0319      0.6399      0.0255      0.0091      0.0015      0.0052      0.0012      0.0139      0.0008      0.0002      0.0008      0.0033      0.0212      0.0049      0.0021      0.0045      0.0005      0.0002      0.0003      0.0001
     6      0.0091      0.0011      0.0038      0.0014      0.0134      0.0263      0.6509      3.9728      0.7208      0.0361      0.0495      0.0316      0.0040      0.0011      0.0003      0.0005      0.0004      0.0012      0.0002      0.0003      0.0001      0.0094      0.4679      0.0247      0.0048      0.0026      0.0002      0.0000      0.0000      0.0000
     6      0.0015      0.0003      0.0004      0.0005      0.0014      0.0076      0.0340      0.7208      3.9754      0.6679      0.0362      0.0389      0.0025      0.0038      0.0004      0.0037      0.0005      0.0052      0.0000      0.0000      0.0000      0.0010      0.0241      0.4788      0.0225      0.0046      0.0004      0.0000      0.0002      0.0000
     6      0.0052      0.0005      0.0037      0.0004      0.0038      0.0025      0.0390      0.0361      0.6679      3.9785      0.7212      0.0337      0.0076      0.0014      0.0005      0.0004      0.0003      0.0015      0.0000      0.0002      0.0000      0.0003      0.0047      0.0226      0.4788      0.0240      0.0010      0.0000      0.0000      0.0000
     6      0.0012      0.0004      0.0005      0.0003      0.0011      0.0039      0.0319      0.0495      0.0362      0.7212      3.9733      0.6509      0.0263      0.0133      0.0014      0.0038      0.0011      0.0091      0.0000      0.0000      0.0000      0.0002      0.0026      0.0048      0.0248      0.4679      0.0096      0.0001      0.0003      0.0002
     6      0.0139      0.0012      0.0052      0.0015      0.0091      0.0254      0.6399      0.0316      0.0389      0.0337      0.6509      3.8907      0.5542      0.0261      0.0076      0.0025      0.0040      0.0253      0.0001      0.0003      0.0002      0.0005      0.0045      0.0020      0.0049      0.0213      0.0033      0.0008      0.0002      0.0008
     6      0.0255      0.0091      0.0015      0.0052      0.0012      0.0140      0.0255      0.0040      0.0025      0.0076      0.0263      0.5542      3.9003      0.6511      0.0338      0.0389      0.0323      0.6394      0.0005      0.0002      0.0003      0.0001      0.0008      0.0002      0.0008      0.0033      0.0214      0.0049      0.0021      0.0045
     6      0.0039      0.0011      0.0003      0.0005      0.0004      0.0012      0.0091      0.0011      0.0038      0.0014      0.0133      0.0261      0.6511      3.9676      0.7210      0.0362      0.0497      0.0316      0.0002      0.0000      0.0000      0.0000      0.0002      0.0003      0.0001      0.0093      0.4682      0.0248      0.0048      0.0026
     6      0.0025      0.0038      0.0004      0.0037      0.0005      0.0052      0.0015      0.0003      0.0004      0.0005      0.0014      0.0076      0.0338      0.7210      3.9773      0.6679      0.0363      0.0388      0.0003      0.0000      0.0002      0.0000      0.0000      0.0000      0.0000      0.0010      0.0241      0.4786      0.0227      0.0046
     6      0.0076      0.0014      0.0005      0.0004      0.0003      0.0015      0.0052      0.0005      0.0037      0.0004      0.0038      0.0025      0.0389      0.0362      0.6679      3.9764      0.7217      0.0332      0.0010      0.0000      0.0000      0.0000      0.0000      0.0002      0.0000      0.0003      0.0046      0.0226      0.4793      0.0240
     6      0.0267      0.0135      0.0015      0.0038      0.0011      0.0092      0.0012      0.0004      0.0005      0.0003      0.0011      0.0040      0.0323      0.0497      0.0363      0.7217      3.9901      0.6509      0.0095      0.0001      0.0003      0.0002      0.0000      0.0000      0.0000      0.0002      0.0026      0.0048      0.0249      0.4680
     6      0.5539      0.0258      0.0076      0.0024      0.0039      0.0253      0.0139      0.0012      0.0052      0.0015      0.0091      0.0253      0.6394      0.0316      0.0388      0.0332      0.6509      3.8759      0.0032      0.0008      0.0002      0.0008      0.0001      0.0003      0.0002      0.0005      0.0045      0.0020      0.0049      0.0209
     1      0.0213      0.4673      0.0240      0.0046      0.0026      0.0045      0.0008      0.0002      0.0000      0.0000      0.0000      0.0001      0.0005      0.0002      0.0003      0.0010      0.0095      0.0032      0.4022      0.0031      0.0008      0.0002      0.0000      0.0000      0.0000      0.0000      0.0000      0.0001      0.0001      0.0159
     1      0.0049      0.0247      0.4789      0.0226      0.0048      0.0021      0.0002      0.0003      0.0000      0.0002      0.0000      0.0003      0.0002      0.0000      0.0000      0.0000      0.0001      0.0008      0.0031      0.4112      0.0027      0.0008      0.0001      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0001
     1      0.0021      0.0048      0.0226      0.4786      0.0248      0.0049      0.0008      0.0001      0.0000      0.0000      0.0000      0.0002      0.0003      0.0000      0.0002      0.0000      0.0003      0.0002      0.0008      0.0027      0.4106      0.0031      0.0001      0.0000      0.0000      0.0000      0.0000      0.0000      0.0000      0.0001
     1      0.0045      0.0026      0.0046      0.0240      0.4680      0.0213      0.0033      0.0094      0.0010      0.0003      0.0002      0.0005      0.0001      0.0000      0.0000      0.0000      0.0002      0.0008      0.0002      0.0008      0.0031      0.4052      0.0160      0.0001      0.0001      0.0000      0.0000      0.0000      0.0000      0.0000
     1      0.0005      0.0002      0.0003      0.0010      0.0095      0.0033      0.0212      0.4679      0.0241      0.0047      0.0026      0.0045      0.0008      0.0002      0.0000      0.0000      0.0000      0.0001      0.0000      0.0001      0.0001      0.0160      0.4048      0.0031      0.0008      0.0002      0.0000      0.0000      0.0000      0.0000
     1      0.0002      0.0000      0.0000      0.0000      0.0001      0.0008      0.0049      0.0247      0.4788      0.0226      0.0048      0.0020      0.0002      0.0003      0.0000      0.0002      0.0000      0.0003      0.0000      0.0000      0.0000      0.0001      0.0031      0.4111      0.0027      0.0008      0.0001      0.0000      0.0000      0.0000
     1      0.0003      0.0000      0.0002      0.0000      0.0003      0.0002      0.0021      0.0048      0.0225      0.4788      0.0248      0.0049      0.0008      0.0001      0.0000      0.0000      0.0000      0.0002      0.0000      0.0000      0.0000      0.0001      0.0008      0.0027      0.4118      0.0031      0.0001      0.0000      0.0000      0.0000
